
2022-06-17 21:42:24.438213 | data
2022-06-17 21:42:26.449047 | data
2022-06-17 21:42:28.458067 | data
2022-06-17 21:42:30.468131 | data
2022-06-17 21:42:32.477380 | data
2022-06-17 21:42:34.485975 | data
2022-06-17 21:42:36.493061 | data
2022-06-17 21:42:38.503354 | data
2022-06-17 21:42:40.514362 | data
2022-06-17 21:42:42.524890 | data
2022-06-17 21:42:44.535859 | data
2022-06-17 21:42:46.549425 | data
2022-06-17 21:42:48.564672 | data
2022-06-17 21:42:50.578312 | data
2022-06-17 21:42:52.588566 | data
2022-06-17 21:42:54.588997 | data
2022-06-17 21:42:56.590001 | data
2022-06-17 21:42:58.602914 | data
2022-06-17 21:43:00.617659 | data
2022-06-17 21:43:02.628128 | data
2022-06-17 21:43:04.640577 | data
2022-06-17 21:43:06.651176 | data
2022-06-17 21:43:08.659003 | data
2022-06-17 21:43:10.660268 | data
2022-06-17 21:43:12.663372 | data
2022-06-17 21:43:14.673259 | data
2022-06-17 21:43:16.687566 | data
2022-06-17 21:43:18.699151 | data
2022-06-17 21:43:20.710518 | data
2022-06-17 21:43:22.721922 | data
